"","model","smooth","type","by","est","se","Relative_completed_primary_series_rate_lag2","Relative_full_service_restaurant_lag2","Relative_Government_Response_Index_lag2","Relative_gym_lag2","Relative_office_of_physician_lag2","Relative_Past_12_week_infections_lag4","Relative_university_lag2","Relative_Weekly_testing_lag2"
"74","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.158364754692173,0.0132448107167391,1.23299848977999,NA,NA,NA,NA,NA,NA,NA
"75","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.166888086092924,0.0138054282446194,1.24101844995698,NA,NA,NA,NA,NA,NA,NA
"76","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.175478043646789,0.0143941101200399,1.24903841013397,NA,NA,NA,NA,NA,NA,NA
"77","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.184128099802551,0.0150088664584565,1.25705837031095,NA,NA,NA,NA,NA,NA,NA
"78","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.192831893603888,0.0156476935335658,1.26507833048794,NA,NA,NA,NA,NA,NA,NA
"79","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.201583357386729,0.016308617179345,1.27309829066492,NA,NA,NA,NA,NA,NA,NA
"80","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.210377051164559,0.0169897501876007,1.28111825084191,NA,NA,NA,NA,NA,NA,NA
"81","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.219208245973786,0.0176893267400294,1.28913821101889,NA,NA,NA,NA,NA,NA,NA
"82","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.228072640794017,0.0184056940424422,1.29715817119588,NA,NA,NA,NA,NA,NA,NA
"83","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.236966281164067,0.0191373117049247,1.30517813137286,NA,NA,NA,NA,NA,NA,NA
"84","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.245885457521046,0.019882743434756,1.31319809154985,NA,NA,NA,NA,NA,NA,NA
"85","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.254826753950786,0.020640661042349,1.32121805172684,NA,NA,NA,NA,NA,NA,NA
"86","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.263787114005312,0.021409850026824,1.32923801190382,NA,NA,NA,NA,NA,NA,NA
"87","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.272763892948085,0.0221892137471089,1.33725797208081,NA,NA,NA,NA,NA,NA,NA
"88","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.281754786471622,0.0229777629463585,1.34527793225779,NA,NA,NA,NA,NA,NA,NA
"89","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.290757699099795,0.023774596390596,1.35329789243478,NA,NA,NA,NA,NA,NA,NA
"90","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.299770997861274,0.0245789272634863,1.36131785261176,NA,NA,NA,NA,NA,NA,NA
"91","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.30879330865551,0.0253900555458901,1.36933781278875,NA,NA,NA,NA,NA,NA,NA
"92","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.317823272103507,0.0262073327777674,1.37735777296573,NA,NA,NA,NA,NA,NA,NA
"93","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.326859566141664,0.027030159058558,1.38537773314272,NA,NA,NA,NA,NA,NA,NA
"94","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.335900933160627,0.0278579816300732,1.39339769331971,NA,NA,NA,NA,NA,NA,NA
"95","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.344946221780292,0.0286902962719593,1.40141765349669,NA,NA,NA,NA,NA,NA,NA
"96","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.353994426264189,0.029526649244013,1.40943761367368,NA,NA,NA,NA,NA,NA,NA
"97","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.363044639830986,0.0303666283102097,1.41745757385066,NA,NA,NA,NA,NA,NA,NA
"98","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.3720961274718,0.0312098699842988,1.42547753402765,NA,NA,NA,NA,NA,NA,NA
"99","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.381148352873454,0.0320560612926147,1.43349749420463,NA,NA,NA,NA,NA,NA,NA
"100","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.390200883156831,0.0329049250022174,1.44151745438162,NA,NA,NA,NA,NA,NA,NA
"101","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0923249188880347,0.0296434775852168,0.647541396860044,NA,NA,NA,NA,NA,NA,NA
"102","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0918353189398049,0.0287635041210364,0.65556135703703,NA,NA,NA,NA,NA,NA,NA
"103","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0913455108968924,0.0278858161278249,0.663581317214015,NA,NA,NA,NA,NA,NA,NA
"104","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0908552364447958,0.0270106702606045,0.671601277391001,NA,NA,NA,NA,NA,NA,NA
"105","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0903642006888477,0.0261383559453253,0.679621237567987,NA,NA,NA,NA,NA,NA,NA
"106","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0898720137944064,0.0252692079442391,0.687641197744972,NA,NA,NA,NA,NA,NA,NA
"107","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0893781397952268,0.0244036182497679,0.695661157921958,NA,NA,NA,NA,NA,NA,NA
"108","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0888818839300846,0.0235420430240451,0.703681118098943,NA,NA,NA,NA,NA,NA,NA
"109","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.088382410281026,0.0226850061962075,0.711701078275929,NA,NA,NA,NA,NA,NA,NA
"110","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.087878566997493,0.0218331306722576,0.719721038452915,NA,NA,NA,NA,NA,NA,NA
"111","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0873685665681993,0.0209871885071641,0.7277409986299,NA,NA,NA,NA,NA,NA,NA
"112","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0868503589863805,0.0201480564184876,0.735760958806886,NA,NA,NA,NA,NA,NA,NA
"113","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0863217775410094,0.0193167065089281,0.743780918983871,NA,NA,NA,NA,NA,NA,NA
"114","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0857804570662507,0.0184942299889246,0.751800879160857,NA,NA,NA,NA,NA,NA,NA
"115","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.085223630108822,0.0176818773414011,0.759820839337843,NA,NA,NA,NA,NA,NA,NA
"116","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0846481043807033,0.0168810752311048,0.767840799514828,NA,NA,NA,NA,NA,NA,NA
"117","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.084050108691723,0.0160934604515717,0.775860759691814,NA,NA,NA,NA,NA,NA,NA
"118","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.083425214463525,0.0153209034197459,0.7838807198688,NA,NA,NA,NA,NA,NA,NA
"119","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0827684119160809,0.014565513050198,0.791900680045785,NA,NA,NA,NA,NA,NA,NA
"120","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0820741634355813,0.0138296450895397,0.799920640222771,NA,NA,NA,NA,NA,NA,NA
"121","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0813362635814537,0.0131159290638177,0.807940600399756,NA,NA,NA,NA,NA,NA,NA
"122","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0805479684719257,0.012427260238568,0.815960560576742,NA,NA,NA,NA,NA,NA,NA
"123","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0797021862243428,0.0117667814232499,0.823980520753728,NA,NA,NA,NA,NA,NA,NA
"124","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0787915839122383,0.01113786531406,0.832000480930713,NA,NA,NA,NA,NA,NA,NA
"125","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0778086505672982,0.0105440851109497,0.840020441107699,NA,NA,NA,NA,NA,NA,NA
"126","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0767457248103547,0.009989162341007,0.848040401284684,NA,NA,NA,NA,NA,NA,NA
"127","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0755950095037434,0.00947687823169142,0.85606036146167,NA,NA,NA,NA,NA,NA,NA
"128","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0743486112235277,0.00901093543421969,0.864080321638656,NA,NA,NA,NA,NA,NA,NA
"129","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0729986074392839,0.00859476436256418,0.872100281815641,NA,NA,NA,NA,NA,NA,NA
"130","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0715371087337178,0.00823127797749367,0.880120241992627,NA,NA,NA,NA,NA,NA,NA
"131","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0699563048031164,0.00792258978179839,0.888140202169612,NA,NA,NA,NA,NA,NA,NA
"132","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0682485349623236,0.00766972717883893,0.896160162346598,NA,NA,NA,NA,NA,NA,NA
"133","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0664063386750445,0.00747239060094682,0.904180122523584,NA,NA,NA,NA,NA,NA,NA
"134","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0644224937467787,0.007328812077047,0.912200082700569,NA,NA,NA,NA,NA,NA,NA
"135","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.062290074586674,0.00723575753655918,0.920220042877555,NA,NA,NA,NA,NA,NA,NA
"136","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0600024505467581,0.00718868295846376,0.92824000305454,NA,NA,NA,NA,NA,NA,NA
"137","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0575532539467137,0.00718201826921149,0.936259963231526,NA,NA,NA,NA,NA,NA,NA
"138","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0549364641000465,0.0072095387536313,0.944279923408512,NA,NA,NA,NA,NA,NA,NA
"139","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0521467401726494,0.00726478368851725,0.952299883585497,NA,NA,NA,NA,NA,NA,NA
"140","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0491797306525706,0.0073414488509949,0.960319843762483,NA,NA,NA,NA,NA,NA,NA
"141","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0460319065592045,0.00743365521326851,0.968339803939469,NA,NA,NA,NA,NA,NA,NA
"142","model_1_all","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.04270016358679,0.00753608952097109,0.976359764116454,NA,NA,NA,NA,NA,NA,NA
