"","var","est","se","model","Var"
"1",0.766647736074706,0.0708068874591985,0.0379312752284037,"mod_omicron","RCPSR_lag2"
"2",0.792657792079123,0.0703192357876524,0.0327843682032874,"mod_omicron","RCPSR_lag2"
"3",0.799634776282127,0.0700836729653897,0.0304726372464914,"mod_omicron","RCPSR_lag2"
"4",0.807000218309419,0.0698192171619154,0.0280603364530483,"mod_omicron","RCPSR_lag2"
"5",0.839796517655991,0.068307911561621,0.0188386030558072,"mod_omicron","RCPSR_lag2"
"6",0.849298345597169,0.0676618469590595,0.0164921977756219,"mod_omicron","RCPSR_lag2"
"7",0.853739219244654,0.0672711306162044,0.0153306814274797,"mod_omicron","RCPSR_lag2"
"8",0.857530948506771,0.0669483318406915,0.0144838680434781,"mod_omicron","RCPSR_lag2"
"9",0.872654744184635,0.065740578121494,0.0121099673811779,"mod_omicron","RCPSR_lag2"
"10",0.882297598732601,0.0648569844961814,0.0109387349519185,"mod_omicron","RCPSR_lag2"
"11",0.886614317168126,0.0641311369025788,0.010201066906276,"mod_omicron","RCPSR_lag2"
"12",0.898961871237048,0.0620245313713537,0.00882746087949615,"mod_omicron","RCPSR_lag2"
"13",0.913116961981632,0.0598874853557829,0.00825680657077068,"mod_omicron","RCPSR_lag2"
"14",0.9369121573875,0.055132138628199,0.00831014977347059,"mod_omicron","RCPSR_lag2"
"15",0.941747464238253,0.0538872684922476,0.00845445838310085,"mod_omicron","RCPSR_lag2"
"16",0.947032081966061,0.0522318158552075,0.00868350844526376,"mod_omicron","RCPSR_lag2"
"17",0.948606277549568,0.0517152692703296,0.0087588025957524,"mod_omicron","RCPSR_lag2"
"18",0.950112547249702,0.0511384653268948,0.00884466030169903,"mod_omicron","RCPSR_lag2"
"19",0.951155355118049,0.0507992868745247,0.00889641566905021,"mod_omicron","RCPSR_lag2"
"20",0.968313534914729,0.0447022708292912,0.00980384045578353,"mod_omicron","RCPSR_lag2"
"21",0.979972852114598,0.0400978491558025,0.0103980187871172,"mod_omicron","RCPSR_lag2"
"22",0.985258216365256,0.0379759732158702,0.0106273105684476,"mod_omicron","RCPSR_lag2"
"23",0.997421135205617,0.0318553284613746,0.0111943185467975,"mod_omicron","RCPSR_lag2"
"24",1.02649074499327,0.0175554090024535,0.0119827675176848,"mod_omicron","RCPSR_lag2"
"25",1.05038474475678,0.00258506936366877,0.0121679144375676,"mod_omicron","RCPSR_lag2"
"26",1.06083487791103,-0.00552890502189074,0.0121878121014292,"mod_omicron","RCPSR_lag2"
"27",1.06689208121528,-0.010021974258823,0.0121760255009848,"mod_omicron","RCPSR_lag2"
"28",1.07347904736336,-0.0145188274427865,0.0121548528154519,"mod_omicron","RCPSR_lag2"
"29",1.09184034611623,-0.0276473249593054,0.0121897504800656,"mod_omicron","RCPSR_lag2"
"30",1.09615234971629,-0.0310108093098602,0.0121868321728039,"mod_omicron","RCPSR_lag2"
"31",1.10339119701534,-0.0368947215236941,0.0122364832716571,"mod_omicron","RCPSR_lag2"
"32",1.11103330940352,-0.043699008569897,0.0123401652101153,"mod_omicron","RCPSR_lag2"
"33",1.13108987144196,-0.0606803099422993,0.0127130938127031,"mod_omicron","RCPSR_lag2"
"34",1.13565501223097,-0.065413232923327,0.0128642922612116,"mod_omicron","RCPSR_lag2"
"35",1.17196630274116,-0.101696964321655,0.0149875104226314,"mod_omicron","RCPSR_lag2"
"36",1.17760622320786,-0.109049655757097,0.0156283447893061,"mod_omicron","RCPSR_lag2"
"37",1.23213692291319,-0.159467526373412,0.0212980975300953,"mod_omicron","RCPSR_lag2"
"38",1.24472026824633,-0.171060207685835,0.022830043690186,"mod_omicron","RCPSR_lag2"
"39",1.2639152471283,-0.192407873798554,0.0257078806936443,"mod_omicron","RCPSR_lag2"
"40",1.27472929533355,-0.199284824292302,0.0267134419905358,"mod_omicron","RCPSR_lag2"
"41",1.2921662132218,-0.208684204522434,0.0281198219818369,"mod_omicron","RCPSR_lag2"
"42",0.333734783590918,0.556920383409798,0.0422891353587093,"mod_omicron","RPI_12_Weeks_lag4"
"43",0.449607460712152,0.444324765587979,0.0313097282465291,"mod_omicron","RPI_12_Weeks_lag4"
"44",0.498029509493737,0.390257946255225,0.0264780201673421,"mod_omicron","RPI_12_Weeks_lag4"
"45",0.546518980757774,0.340345597447964,0.0220449581896745,"mod_omicron","RPI_12_Weeks_lag4"
"46",0.57939785394229,0.307052993614174,0.0191994159910019,"mod_omicron","RPI_12_Weeks_lag4"
"47",0.618277789226248,0.269919086524801,0.01608116335,"mod_omicron","RPI_12_Weeks_lag4"
"48",0.648144759764981,0.241089456440621,0.0138684394687145,"mod_omicron","RPI_12_Weeks_lag4"
"49",0.673649607839077,0.21791463295364,0.0120723743202139,"mod_omicron","RPI_12_Weeks_lag4"
"50",0.691206070617045,0.203538770515481,0.0110001602021876,"mod_omicron","RPI_12_Weeks_lag4"
"51",0.724288955163421,0.173916903715666,0.00893726526670917,"mod_omicron","RPI_12_Weeks_lag4"
"52",0.753875155280306,0.150023477162639,0.0073729985600213,"mod_omicron","RPI_12_Weeks_lag4"
"53",0.773876670370138,0.133012044136917,0.00636539069770283,"mod_omicron","RPI_12_Weeks_lag4"
"54",0.79744867331387,0.113256778533719,0.0053357567323717,"mod_omicron","RPI_12_Weeks_lag4"
"55",0.820803069674624,0.0930797703920552,0.00447365746102337,"mod_omicron","RPI_12_Weeks_lag4"
"56",0.842172184052505,0.0766657712390562,0.00398173389066005,"mod_omicron","RPI_12_Weeks_lag4"
