,V1
462,0.0112408902909886
463,0.00145264876991722
464,-0.00850132119630175
465,-0.01861419468134
466,-0.0288787484106898
467,-0.039287631390296
468,-0.0498335409584553
469,-0.0605092286344057
470,-0.0713074805493019
471,-0.0822211313834348
472,NA
473,NA
474,NA
475,NA
476,NA
477,NA
478,NA
479,NA
480,NA
481,0.191885881549974
482,0.184091438701964
483,0.176306062614638
484,0.168522654853116
485,0.16073276294124
486,0.152926448945886
487,0.145092178174105
488,0.137216719146439
489,0.129285141325209
490,0.121281740795142
491,0.113191168152916
492,0.104998295256345
493,0.0966888093095016
494,0.0882485100212125
495,0.0796641744542237
496,0.0709269317597404
497,0.0620291730941214
498,0.0529634869460942
499,0.043726846786571
500,0.0343185746437595
501,0.02473729723973
502,0.0149791419684293
503,0.00503883944615453
504,-0.00508733495358764
505,-0.0153901986056264
506,-0.0258580839469836
507,-0.0364812189523065
508,-0.04725023791044
509,-0.0581559376582292
510,-0.0691893233788928
511,-0.0803416694626345
512,-0.0916045408873505
513,NA
514,NA
515,NA
516,NA
517,NA
518,NA
519,NA
520,NA
521,0.194950871100143
522,0.187220655864734
523,0.179491510965335
524,0.171755662364448
525,0.164004032235006
526,0.156226118308946
527,0.148409887236264
528,0.140541704685035
529,0.132606415212283
530,0.124587906612723
531,0.116469848098639
532,0.108236324955551
533,0.099872740702555
534,0.091365815935008
535,0.0827048191810355
536,0.0738827809389362
537,0.0648937406808568
538,0.0557327968433778
539,0.0463960368814021
540,0.0368801788513037
541,0.0271817565806622
542,0.0172962040979646
543,0.00721719938614157
544,-0.00305809698767921
545,-0.0135224682143589
546,-0.0241667702167345
547,-0.0349801347701699
548,-0.0459501322889387
549,-0.0570647665174186
550,-0.0683129440413556
551,-0.0796843070348912
552,-0.0911690474972387
553,-0.102757779635812
554,-0.114441475568
555,NA
556,NA
557,NA
558,NA
559,NA
560,NA
561,0.196753051758661
562,0.189048333449218
563,0.181337978462963
564,0.173614089148944
565,NA
566,0.158088141843745
567,0.150263976869596
568,0.142381832295651
569,0.134426793174614
570,0.126382105331913
571,0.118228904254533
572,0.109947211803379
573,0.101520415178118
574,0.0929376152933414
575,0.0841908350431376
576,0.0752750717775661
577,0.0661863625317933
578,0.0569208327229794
579,0.0474749554243825
580,0.0378455418250873
581,0.0280292077096157
582,0.0180216724158524
583,0.0078171201292661
584,-0.00259158426377669
585,-0.0132007509727867
586,-0.0240004134561385
587,-0.0349803416579406
588,-0.0461254399487912
589,-0.0574220804738454
590,-0.068858124689706
591,-0.080422271883396
592,-0.0921036704041996
593,-0.103891711626112
594,-0.115776004196169
595,NA
596,NA
597,NA
598,NA
599,NA
600,NA
601,NA
602,NA
603,NA
604,NA
605,NA
606,0.158395006271039
607,0.150527567351768
608,0.142598445589274
609,0.134593518374516
610,0.126496586646088
611,0.118288760579449
612,0.109948682971568
613,0.101452134827066
614,0.0927870905277525
615,0.083948174619766
616,0.0749355950793199
617,0.0657456951067676
618,0.0563722925811029
619,0.0468112496441756
620,0.0370621307296175
621,0.0271237282727267
622,0.0169928606294856
623,0.00666376975991427
624,-0.00387078456317076
625,-0.0146066959964323
626,-0.0255351679075109
627,-0.0366485776739528
628,-0.0479342201111667
629,-0.059378687513675
630,-0.0709697714752604
631,-0.0826958506229129
632,-0.0945452812705662
633,-0.106505733795548
634,-0.118564529230005
635,-0.130709481935666
636,NA
637,NA
638,NA
639,NA
640,NA
641,NA
642,NA
643,NA
644,NA
645,NA
646,NA
647,0.149120687565714
648,0.141098830030476
649,0.132997321534948
650,0.12480090075088
651,0.11649213349021
652,0.10805274232889
653,0.099465906416587
654,0.0907171974495579
655,0.0817948106900925
656,0.0726931985301743
657,0.0634083604478411
658,0.0539335180618108
659,0.0442638524872013
660,0.0344016031003088
661,0.0243477543503416
662,0.0141006180714069
663,0.00365730436363173
664,-0.00698408848629719
665,-0.0178225921331977
666,-0.0288543825286117
667,-0.0400731708887555
668,-0.0514697335116248
669,-0.0630327306626473
670,-0.0747501683314469
671,-0.0866103567864208
672,-0.0986018550402801
673,-0.110708794512883
674,-0.122914941528517
675,-0.135205687240326
676,NA
677,NA
678,NA
679,NA
680,NA
681,NA
682,NA
683,NA
684,NA
685,NA
686,NA
687,0.146047626828475
688,0.137890060033885
689,0.129649584974457
690,0.121313117796446
691,0.11286674237627
692,0.104296380287557
693,0.0955882617416304
694,0.0867283459944364
695,0.0777022534672085
696,0.0685005306745695
697,0.0591138531157034
698,0.049538411152625
699,0.0397712390276728
700,0.0298143722420993
701,0.0196689123806808
702,0.00933303205094374
703,-0.00119702928430112
704,-0.0119252537938059
705,-0.0228518458070609
706,-0.0339730333121546
707,-0.0452841438750728
708,-0.0567785844418668
709,-0.0684471212456529
710,-0.0802770798580179
711,-0.092253875871243
712,-0.104364234059164
713,-0.116589964977253
714,-0.128911990043542
715,-0.141314261474788
716,NA
717,NA
718,NA
719,NA
720,NA
721,NA
722,NA
723,NA
724,NA
725,NA
726,NA
727,NA
728,0.133056786123716
729,0.124644930247158
730,0.116137064858839
731,0.107521740663782
732,0.0987872031385517
733,0.089921460196448
734,0.0809122889005385
735,0.0717476512813937
736,0.0624174703484227
737,0.0529131916880805
738,0.0432289037487533
739,0.0333625325787686
740,0.0233147520246044
741,0.0130850616233125
742,0.00267108591628644
743,-0.00793279340925169
744,-0.018737462319382
745,-0.0297433327580794
746,-0.0409453223456851
747,-0.052341498740412
748,-0.063925739715692
749,-0.0756920382858595
750,-0.0876222030190165
751,-0.0996950697594899
752,-0.111894498955394
753,-0.124202104702451
754,-0.136599527137744
755,-0.149071058221349
756,-0.161603005452657
757,-0.17418340278814
758,-0.186801795999156
759,NA
760,NA
761,NA
762,NA
763,NA
764,NA
765,NA
766,NA
767,NA
768,0.1267222110324
769,0.118113755093336
770,0.109409308566985
771,0.100599159998027
772,0.0916734042644762
773,0.0826220591299401
774,0.0734352298281308
775,0.0641033244457654
776,0.0546172416500763
777,0.044968535179337
778,0.0351506953083878
779,0.0251605795348332
780,0.014996295614806
781,0.00465573022766086
782,-0.00586406814394067
783,-0.0165672797178242
784,-0.0274586226517295
785,-0.0385418238456631
786,-0.0498204715877033
787,-0.0612963801252978
788,-0.0729612268072294
789,-0.0848008287480357
790,-0.0967953543436102
791,-0.108924731768866
792,-0.121170742542937
793,-0.133516146568822
794,-0.145944532413063
795,-0.158440813017395
796,-0.170991521704523
797,-0.183584833836773
798,-0.196210468826715
799,-0.208859548318003
800,NA
801,NA
802,NA
803,NA
804,NA
805,NA
806,NA
807,NA
808,NA
809,NA
810,0.101287875712356
811,0.0922642221592652
812,0.0831282342834316
813,0.0738716730122249
814,0.0644864032385719
815,0.0549644430571323
816,0.045297924914783
817,0.0354787253916975
818,0.0254993081171172
819,0.0153564989367639
820,0.00504676789228281
821,-0.0054336739677738
822,-0.0160864006660311
823,-0.0269124265089872
824,-0.0379137833221168
825,-0.0490942222696472
826,-0.0604602054946843
827,-0.0720119134300688
828,-0.0837368093067266
829,-0.0956199835164544
830,-0.107644128352278
831,-0.119792591951128
832,-0.132050015487659
833,-0.144399163296368
834,-0.156823372933351
835,-0.169307811786802
836,-0.181839379904513
837,-0.19440667367063
838,-0.206999929300732
839,-0.219610876930899
840,NA
841,NA
842,NA
843,NA
844,NA
845,NA
846,NA
847,NA
848,NA
849,NA
850,NA
851,NA
852,NA
853,0.0638556428973942
854,0.054254899501274
855,0.0445236249296983
856,0.0346551702626027
857,0.0246429597744465
858,0.0144811172853027
859,0.00416537741532719
860,-0.0063089348465069
861,-0.016946453947014
862,-0.0277483503980312
863,-0.0387138324055219
864,-0.0498429081183695
865,-0.0611361906091083
866,-0.0725937511170364
867,-0.0842123295510666
868,-0.0959826312107808
869,-0.107892625425333
870,-0.119928606477237
871,-0.132076723652404
872,-0.144323181822081
873,-0.156651809901487
874,-0.16904640938338
875,-0.181492167009688
876,-0.193975945370111
877,-0.206486616328338
878,-0.219015342332188
879,-0.231555032530586
880,-0.244099921440865
881,NA
882,NA
883,NA
884,NA
885,NA
886,NA
887,NA
888,NA
889,NA
890,NA
891,NA
892,NA
893,NA
894,0.0429493617148556
895,0.0329992818211031
896,0.0229184594770698
897,0.0127018521174966
898,0.00234490819715198
899,-0.00815638651540946
900,-0.0188056089322867
901,-0.0296060558095627
902,-0.0405590588571774
903,-0.0516631212508599
904,-0.0629163820543025
905,-0.0743166083820768
906,-0.0858606940331856
907,-0.0975435463071917
908,-0.109357421045718
909,-0.121292717705358
910,-0.133338373402108
911,-0.145482112908068
912,-0.157710557344426
913,-0.170009316289035
914,-0.182363299389564
915,-0.194757269124602
916,-0.20717699999204
917,-0.219611389759021
918,-0.232053058830644
919,-0.244497461629653
920,-0.256941063915392
921,NA
922,NA
923,NA
924,NA
925,NA
926,NA
927,NA
928,NA
929,NA
930,NA
931,NA
932,NA
933,NA
934,0.0307860157732505
935,0.0206184568790857
936,0.0103265119364346
937,-9.36747399045808e-05
938,-0.0106454829113995
939,-0.021331734624177
940,-0.0321545898113112
941,-0.0431153201971926
942,-0.0542138477810904
943,-0.0654485536264228
944,-0.0768165803222404
945,-0.0883140826420098
946,-0.0999366089131342
947,-0.111678758746607
948,-0.123533690597547
949,-0.135493112721263
950,-0.14754740001058
951,-0.159685706125798
952,-0.171896045690536
953,-0.184165307359018
954,-0.196479088843842
955,-0.208821024322528
956,-0.221173307696571
957,-0.233523049924236
958,-0.245866923995291
959,-0.258205276009175
960,-0.270536785308711
961,NA
962,NA
963,NA
964,NA
965,NA
966,NA
967,NA
968,NA
969,NA
970,NA
971,NA
972,NA
973,NA
974,NA
975,0.00759492639852335
976,-0.00289830027120547
977,-0.0135119926400782
978,-0.0242483588092509
979,-0.035108963531098
980,-0.0460945989609248
981,-0.0572051353010988
982,-0.0684393717988739
983,-0.079794915853623
984,-0.0912680882139211
985,-0.102853973441192
986,-0.114547415197705
987,-0.12634320503276
988,-0.138235074907523
989,-0.150215461137572
990,-0.162275520217921
991,-0.174405189066557
992,-0.186593240460587
993,-0.198827297821416
994,-0.211093761165657
995,-0.22337759110744
996,-0.235662525199663
997,-0.247936028525836
998,-0.26019445162508
999,-0.272437278660687
1000,-0.28466358841987
1001,NA
1002,NA
1003,NA
1004,NA
1005,NA
1006,NA
1007,NA
1008,NA
1009,NA
1010,NA
1011,NA
1012,NA
1013,NA
1014,NA
1015,NA
1016,NA
1017,NA
1018,-0.0382561280802059
1019,-0.0492752775847795
1020,-0.0604083242548392
1021,-0.071654194261014
1022,-0.0830108530317254
1023,-0.0944752107864587
1024,-0.106043040022267
1025,-0.117708848337366
1026,-0.129466186644575
1027,-0.141310284428234
1028,-0.153235531479969
1029,NA
1030,NA
1031,NA
1032,-0.201586348206828
1033,-0.213785601512342
1034,-0.226005661147948
1035,-0.238233730894408
1036,-0.250457615281055
1037,-0.262666792079533
1038,-0.274853125352099
1039,-0.287011329892172
1040,-0.299139801172324
1041,NA
1042,NA
1043,NA
1044,NA
1045,NA
1046,NA
1047,NA
1048,NA
1049,NA
1050,NA
1051,NA
1052,NA
1053,NA
1054,NA
1055,NA
1056,NA
1057,NA
1058,NA
1059,NA
1060,-0.0749192306517991
1061,-0.086283914584526
1062,-0.097747667733975
1063,-0.109306929238929
1064,-0.120957062951298
1065,-0.132692249415524
1066,-0.144506216078091
1067,-0.156394283435513
1068,-0.168350895143298
1069,NA
1070,NA
1071,NA
1072,NA
1073,-0.228884711012055
1074,-0.241071829908757
1075,-0.253259008226296
1076,-0.265434278390243
1077,-0.277586094214794
1078,-0.289703535066103
1079,-0.301777557392951
1080,-0.313806785479498
1081,NA
1082,NA
1083,NA
1084,NA
1085,NA
1086,NA
1087,NA
1088,NA
1089,NA
1090,NA
1091,NA
1092,NA
1093,NA
1094,NA
1095,NA
1096,NA
1097,NA
1098,NA
1099,NA
1100,NA
1101,-0.100950852811315
1102,-0.11250523093017
1103,-0.12414430416898
1104,-0.135863487334834
1105,-0.147657076544854
1106,-0.159519205578179
1107,-0.171445242368182
1108,-0.183429511705121
1109,NA
1110,NA
1111,NA
1112,NA
1113,-0.243958747837791
1114,-0.256120229423268
1115,-0.268273931987976
1116,-0.280406480605203
1117,-0.292503791793494
1118,-0.304553631353893
1119,-0.316544746222322
1120,-0.328476284394206
1121,NA
1122,NA
1123,NA
1124,NA
1125,NA
1126,NA
1127,NA
1128,NA
1129,NA
1130,NA
1131,NA
1132,NA
1133,NA
1134,NA
1135,NA
1136,NA
1137,NA
1138,NA
1139,NA
1140,NA
1141,NA
1142,-0.127171985457241
1143,-0.13887553562607
1144,-0.150649618952887
1145,-0.162489386564447
1146,-0.174389631387095
1147,-0.186344832217145
1148,-0.198349011248098
1149,NA
1150,NA
1151,NA
1152,NA
1153,-0.258846898113646
1154,-0.270978709573937
1155,-0.283095313046168
1156,-0.295182375299609
1157,-0.30722290657352
1158,-0.319202277386772
1159,-0.331115214112573
1160,-0.342962552627663
1161,NA
1162,NA
1163,NA
1164,NA
1165,NA
1166,NA
1167,NA
1168,NA
1169,NA
1170,NA
1171,NA
1172,NA
1173,NA
1174,NA
1175,NA
1176,NA
1177,NA
1178,NA
1179,NA
1180,NA
1181,NA
1182,-0.141664096793756
1183,-0.153418364476206
1184,-0.165234535108936
1185,-0.177107949858505
1186,-0.189033482185043
1187,-0.201005530451365
1188,-0.213017983167549
1189,NA
1190,NA
1191,NA
1192,NA
1193,-0.273429688852637
1194,-0.285520426557132
1195,-0.297589313337863
1196,-0.309623414995462
1197,-0.321607994709787
1198,-0.33352615881446
1199,-0.345370740792203
1200,-0.357147453824758
1201,NA
1202,NA
1203,NA
1204,NA
1205,NA
1206,NA
1207,NA
1208,NA
1209,NA
1210,NA
1211,NA
1212,NA
1213,NA
1214,NA
1215,NA
1216,NA
1217,NA
1218,NA
1219,NA
1220,NA
1221,NA
1222,NA
1223,-0.167707176504496
1224,-0.179552752923451
1225,-0.191447510947546
1226,-0.203386330759259
1227,-0.215363590623313
1228,NA
1229,NA
1230,NA
1231,NA
1232,NA
1233,NA
1234,-0.299689821949308
1235,-0.311702414461626
1236,-0.323675725330062
1237,-0.33559808056696
1238,-0.347458119189069
1239,-0.359249357962969
1240,-0.370974015366232
1241,NA
1242,NA
1243,NA
1244,NA
1245,NA
1246,NA
1247,NA
1248,NA
1249,NA
1250,NA
1251,NA
1252,NA
1253,NA
1254,NA
1255,NA
1256,NA
1257,NA
1258,NA
1259,NA
1260,NA
1261,NA
1262,NA
1263,NA
1264,NA
1265,NA
1266,NA
1267,NA
1268,NA
1269,NA
1270,NA
1271,NA
1272,NA
1273,NA
1274,NA
1275,-0.325444654426729
1276,-0.337362367203695
1277,-0.34922906155858
1278,-0.36103708177466
1279,-0.372781433576737
1280,-0.384460492981664
1281,NA
1282,NA
1283,NA
1284,NA
1285,NA
1286,NA
1287,NA
1288,NA
1289,NA
1290,NA
1291,NA
1292,NA
1293,NA
1294,NA
1295,NA
1296,NA
1297,NA
1298,NA
1299,NA
1300,NA
1301,NA
1302,NA
1303,NA
1304,NA
1305,NA
1306,NA
1307,NA
1308,NA
1309,NA
1310,NA
1311,NA
1312,NA
1313,NA
1314,NA
1315,-0.338824514996777
1316,-0.350700486860126
1317,-0.362525986570646
1318,-0.374292484333879
1319,-0.385992230548485
1320,-0.397621961451879
1321,NA
1322,NA
1323,NA
1324,NA
1325,NA
1326,NA
1327,NA
1328,NA
1329,NA
1330,NA
1331,NA
1332,NA
1333,NA
1334,NA
1335,NA
1336,NA
1337,NA
1338,NA
1339,NA
1340,NA
1341,NA
1342,NA
1343,NA
1344,NA
1345,NA
1346,NA
1347,NA
1348,NA
1349,NA
1350,NA
1351,NA
1352,NA
1353,NA
1354,NA
1355,-0.351804471954528
1356,-0.363643865310657
1357,-0.375433519222784
1358,-0.387163992499773
1359,-0.398824180471958
1360,-0.410406216350411
1361,NA
1362,NA
1363,NA
1364,NA
1365,NA
1366,NA
1367,NA
1368,NA
1369,NA
1370,NA
1371,NA
1372,NA
1373,NA
1374,NA
1375,NA
1376,NA
1377,NA
1378,NA
1379,NA
1380,NA
1381,NA
1382,NA
1383,NA
1384,NA
1385,NA
1386,NA
1387,NA
1388,NA
1389,NA
1390,NA
1391,NA
1392,NA
1393,NA
1394,NA
1395,NA
1396,-0.376135379167893
1397,-0.387883862722405
1398,-0.399573593097573
1399,-0.411194967637902
1400,-0.42273866232459
1401,NA
1402,NA
1403,NA
1404,NA
1405,NA
1406,NA
1407,NA
1408,NA
1409,NA
1410,NA
1411,NA
1412,NA
1413,NA
1414,NA
1415,NA
1416,NA
1417,NA
1418,NA
1419,NA
1420,NA
1421,NA
1422,NA
1423,NA
1424,NA
1425,NA
1426,NA
1427,NA
1428,NA
1429,NA
1430,NA
1431,NA
1432,NA
1433,NA
1434,NA
1435,NA
1436,-0.388154021094711
1437,-0.399857745218654
1438,-0.411504226413338
1439,-0.423085041900901
1440,-0.434591770633214
1441,NA
1442,NA
1443,NA
1444,NA
1445,NA
1446,NA
1447,NA
1448,NA
1449,NA
1450,NA
1451,NA
1452,NA
1453,NA
1454,NA
1455,NA
1456,NA
1457,NA
1458,NA
1459,NA
1460,NA
1461,NA
1462,NA
1463,NA
1464,NA
1465,NA
1466,NA
1467,NA
1468,NA
1469,NA
1470,NA
1471,NA
1472,NA
1473,NA
1474,NA
1475,NA
1476,-0.399699866015382
1477,-0.411356248025571
1478,-0.422957551326946
1479,-0.434495841271346
1480,-0.44596292196738
1481,NA
1482,NA
1483,NA
1484,NA
1485,NA
1486,NA
1487,NA
1488,NA
1489,NA
1490,NA
1491,NA
1492,NA
1493,NA
1494,NA
1495,NA
1496,NA
1497,NA
1498,NA
1499,NA
1500,NA
1501,NA
1502,NA
1503,NA
1504,NA
1505,NA
1506,NA
1507,NA
1508,NA
1509,NA
1510,NA
1511,NA
1512,NA
1513,NA
1514,NA
1515,-0.399132600091221
1516,-0.410783665312888
1517,-0.422388771584604
1518,-0.433940771558547
1519,-0.445431644884217
1520,-0.456854976350717
1521,NA
1522,NA
1523,NA
1524,NA
1525,NA
1526,NA
1527,NA
1528,NA
1529,NA
1530,NA
1531,NA
1532,NA
1533,NA
1534,NA
1535,NA
1536,NA
1537,NA
1538,NA
1539,NA
1540,NA
1541,NA
1542,NA
1543,NA
1544,NA
1545,NA
1546,NA
1547,NA
1548,NA
1549,NA
1550,NA
1551,NA
1552,NA
1553,NA
1554,NA
1555,-0.409837871595763
1556,-0.421433032395287
1557,-0.432984050702804
1558,-0.444484606876634
1559,-0.455928721875861
1560,-0.467313255546449
1561,NA
1562,NA
1563,NA
1564,NA
1565,NA
1566,NA
1567,NA
1568,NA
1569,NA
1570,NA
1571,NA
1572,NA
1573,NA
1574,NA
1575,NA
1576,NA
1577,NA
1578,NA
1579,NA
1580,NA
1581,NA
1582,NA
1583,NA
1584,NA
1585,NA
1586,NA
1587,NA
1588,NA
1589,NA
1590,NA
1591,NA
1592,NA
1593,NA
1594,NA
1595,-0.420152268710457
1596,-0.431692170713117
1597,-0.443191593760839
1598,-0.454645593580829
1599,-0.466047518648186
1600,-0.477395726342189
