"","model","smooth","type","by","est","se","Relative_completed_primary_series_rate_lag2","Relative_full_service_restaurant_lag2","Relative_Government_Response_Index_lag2","Relative_gym_lag2","Relative_office_of_physician_lag2","Relative_Past_12_week_infections_lag4","Relative_university_lag2","Relative_Weekly_testing_lag2"
"92","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.180298066089727,0.0417542016911472,1.29459639547501,NA,NA,NA,NA,NA,NA,NA
"93","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.184360149539415,0.0426015506583718,1.30127744297093,NA,NA,NA,NA,NA,NA,NA
"94","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.188422233844409,0.0434507141728932,1.30795849046685,NA,NA,NA,NA,NA,NA,NA
"95","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.192484318770245,0.0443015877781197,1.31463953796277,NA,NA,NA,NA,NA,NA,NA
"96","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.196546404149894,0.0451540747154534,1.32132058545868,NA,NA,NA,NA,NA,NA,NA
"97","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.200608489862949,0.0460080852403145,1.3280016329546,NA,NA,NA,NA,NA,NA,NA
"98","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.20467057582388,0.0468635360115264,1.33468268045052,NA,NA,NA,NA,NA,NA,NA
"99","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.20873266195006,0.0477203495184155,1.34136372794644,NA,NA,NA,NA,NA,NA,NA
"100","model_1_pre_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,-0.212794748158866,0.0485784535873824,1.34804477544236,NA,NA,NA,NA,NA,NA,NA
"101","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0300173655754179,0.035908507682414,0.647541396860044,NA,NA,NA,NA,NA,NA,NA
"102","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0313035873991842,0.0348514318138123,0.65556135703703,NA,NA,NA,NA,NA,NA,NA
"103","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0325895751165795,0.0337971752235308,0.663581317214015,NA,NA,NA,NA,NA,NA,NA
"104","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0338750946212353,0.0327460391881378,0.671601277391001,NA,NA,NA,NA,NA,NA,NA
"105","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.035159911682531,0.0316983587153783,0.679621237567987,NA,NA,NA,NA,NA,NA,NA
"106","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0364437387074671,0.0306545153196718,0.687641197744972,NA,NA,NA,NA,NA,NA,NA
"107","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0377260797121708,0.0296149643550037,0.695661157921958,NA,NA,NA,NA,NA,NA,NA
"108","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0390063587385559,0.0285802238178031,0.703681118098943,NA,NA,NA,NA,NA,NA,NA
"109","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.040283985128669,0.0275508739322747,0.711701078275929,NA,NA,NA,NA,NA,NA,NA
"110","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0415579137311292,0.0265276258259782,0.719721038452915,NA,NA,NA,NA,NA,NA,NA
"111","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0428260206794126,0.0255114115327636,0.7277409986299,NA,NA,NA,NA,NA,NA,NA
"112","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0440857130193317,0.0245033094759732,0.735760958806886,NA,NA,NA,NA,NA,NA,NA
"113","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0453342418410746,0.0235045152762435,0.743780918983871,NA,NA,NA,NA,NA,NA,NA
"114","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.046568682030946,0.0225163599620634,0.751800879160857,NA,NA,NA,NA,NA,NA,NA
"115","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0477858424729272,0.0215403391941511,0.759820839337843,NA,NA,NA,NA,NA,NA,NA
"116","model_1_delta","s(Relative_completed_primary_series_rate_lag2)","TPRS",NA,0.0489819771889424,0.0205781676476881,0.767840799514828,NA,NA,NA,NA,NA,NA,NA
